Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.453;0;0;260.080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247.160;0;0;0;0;0;0
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.611;0;0;339.790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315.933;0;0;0;0;0;0
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.136;0;0;151.529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141.399;0;0;0;0;0;0
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.014;0;0;238.738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223.145;0;0;0;0;0;0
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.421;0;0;339.538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315.517;0;0;0;0;0;0
R1-109;0247;INPECUARIAS VILLARALTO, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.285;0;0;1.402.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.331.565;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361.315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335.290;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456.529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423.042;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195.123;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295.929;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454.584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;417.089;0;0;0;0;0;0
R1-110;0290;GRACIA UNZUETA HIDALGO E HIJOS, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.981.956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.819.407;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.937;0;0;90.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.575;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.283;0;0;119.330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.626;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.111;0;0;52.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.248;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.312;0;0;80.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.699;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.494;0;0;115.734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111.579;0;0;0;0;0;0
R1-111;0121;AURORA GINER REIG, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.516;0;0;578.488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544.768;0;0;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.401.063;0;0;0;0;0;0;0;5.326;0;0;0;0;0;469.499;0;0;9.596;0;188.096;0;0;0;0;0;391;0;6.384.306;0;0;0;0;0;432.678;0;54.504;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.383.906;0;0;0;0;0;0;0;10.006;0;0;0;0;0;320.176;0;0;11.287;0;372.883;0;0;0;0;0;688;0;8.217.176;0;0;0;0;0;555.865;0;75.129;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.250.616;0;0;0;0;0;0;0;6.724;0;0;0;0;0;233.941;0;0;5.566;0;123.679;0;0;0;0;0;0;0;4.225.870;0;0;0;0;0;251.227;0;26.497;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.866.602;0;0;0;0;0;0;0;9.673;0;0;0;0;0;394.427;0;0;9.997;0;216.386;0;0;0;0;0;244;0;6.893.065;0;0;0;0;0;383.808;0;46.769;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.360.004;0;0;0;0;0;0;0;14.017;0;0;0;0;0;659.336;0;0;14.679;0;165.099;0;0;0;0;0;0;0;8.379.805;0;0;0;0;0;563.287;0;54.688;0;0;0;0
R1-112;0157;DISTRIBUIDORA ELÉCTRICA DE ARDALES, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.790.817;0;0;0;0;0;0;0;71.619;0;0;0;0;0;1.212.066;0;0;58.371;0;1.515.433;0;0;0;0;0;0;0;41.026.661;0;0;0;0;0;2.233.597;0;235.910;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.946;0;0;673.417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647.551;0;60.751;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.821;0;0;1.008.459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;882.334;0;82.897;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.732;0;0;391.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380.006;0;4.451;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.192;0;0;597.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591.234;0;10.861;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68.356;0;0;836.804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839.871;0;8.045;0;0;0;0
R1-113;0201;ELECTRA SIERRA MAGINA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.786;0;0;3.772.063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.482.505;0;150.828;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.441;0;0;310.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305.985;0;0;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.691;0;0;431.410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407.014;0;0;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.760;0;0;191.446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184.305;0;0;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.493;0;0;300.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283.224;0;0;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.335;0;0;416.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;392.984;0;0;0;0;0;0
R1-114;0238;ELÉCTRICA HERMANOS CASTRO RODRÍGUEZ, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.447;0;0;1.910.029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.735.665;0;0;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.977;0;0;6.192;0;2.372.130;0;0;0;0;0;0;0;0;0;0;0;0;0;1.942.506;0;122.519;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.221;0;0;11.284;0;3.100.148;0;0;0;0;0;0;0;0;0;0;0;0;0;2.498.703;0;151.158;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.716;0;0;0;0;1.349.925;0;0;0;0;0;0;0;0;0;0;0;0;0;1.092.901;0;68.687;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.678;0;0;0;0;2.122.896;0;0;0;0;0;0;0;0;0;0;0;0;0;1.719.291;0;116.853;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.275;0;0;0;0;3.082.800;0;0;0;0;0;0;0;0;0;0;0;0;0;2.504.698;0;171.537;0;0;0;0
R1-115;0315;HIDROELÉCTRICA VEGA, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.002;0;0;7.883;0;14.357.679;0;0;0;0;0;0;0;0;0;0;0;0;0;11.445.336;0;643.554;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308.867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251.190;48.915;0;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450.229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339.618;85.971;0;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178.336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152.568;20.085;0;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313.579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245.667;55.440;0;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448.782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356.481;71.344;0;0;0;0;0
R1-116;0317;HIJO DE JORGE MARTIN, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.682.643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.637.302;923.459;0;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.766;0;0;458.975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385.127;0;86.138;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.750;0;0;579.679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489.469;0;94.099;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.230;0;0;250.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204.000;0;44.746;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.722;0;0;372.512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307.555;0;65.316;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.206;0;0;536.332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451.905;0;96.617;0;0;0;0
R1-117;0326;JOSE RIPOLL ALBANELL, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.600;0;0;2.192.778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.797.353;0;312.057;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.536;0;0;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.227;0;0;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.323;0;0;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.073;0;0;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.539;0;0;0;0;0;0
R1-118;0327;JOSEFA GIL COSTA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251.321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234.295;0;0;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701.050;0;0;0;0;0;0;0;1.504;0;0;0;0;0;636.529;0;0;344.010;0;0;0;0;0;0;0;470.288;0;0;0;0;0;0;0;262.883;0;784.613;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495.923;0;0;0;0;0;0;0;2.970;0;0;0;0;0;455.021;0;0;674.128;0;0;0;0;0;0;0;267.886;0;0;0;0;0;0;0;345.505;0;852.859;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328.592;0;0;0;0;0;0;0;1.296;0;0;0;0;0;300.799;0;0;311.336;0;0;0;0;0;0;0;207.292;0;0;0;0;0;0;0;167.870;0;489.082;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590.643;0;0;0;0;0;0;0;1.840;0;0;0;0;0;535.720;0;0;401.737;0;0;0;0;0;0;0;393.998;0;0;0;0;0;0;0;261.138;0;744.560;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;930.844;0;0;0;0;0;0;0;2.445;0;0;0;0;0;855.795;0;0;540.676;0;0;0;0;0;0;0;618.933;0;0;0;0;0;0;0;382.963;0;1.110.211;0;0;0;0
R1-119;0335;LEANDRO PEREZ ALFONSO, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.831.625;0;0;0;0;0;0;0;31.402;0;0;0;0;0;1.648.130;0;0;2.647.501;0;0;0;0;0;0;0;2.273.066;0;0;0;0;0;0;0;1.837.688;0;1.640.655;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344.806;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;326.174;0;0;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436.043;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;406.802;0;0;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201.174;0;0;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327.563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307.073;0;0;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464.633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435.266;0;0;0;0;0;0
R1-120;0353;SOCIEDAD DISTRIBUIDORA ELÉCTRICA DE ELORRIO, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.713.953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.605.554;0;0;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.385;0;0;0;0;1.059.296;0;0;0;0;0;0;0;0;0;0;0;0;0;572.135;0;447.287;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.640;0;0;0;0;1.377.142;0;0;0;0;0;0;0;0;0;0;0;0;0;708.386;0;563.959;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.535;0;0;7.160;0;654.229;0;0;0;0;0;0;0;3;0;0;0;0;0;334.792;0;309.213;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.404;0;0;12.517;0;1.042.982;0;0;0;0;0;0;0;11;0;0;0;0;0;511.128;0;486.514;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.540;0;0;0;0;1.558.542;0;0;0;0;0;0;0;0;0;0;0;0;0;774.771;0;698.673;0;0;0;0
R1-121;0356;SOCIEDAD ELÉCTRICA NTRA. SRA. DE LOS DESAMPARADOS, S. L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.856;0;0;24.799;0;6.455.911;0;0;0;0;0;0;0;40;0;0;0;0;0;3.738.968;0;2.454.545;0;0;0;0
R1-122;0159;DISTRIBUIDORA ELÉCTRICA DE GAUCIN, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;756.426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;692.713;0;7.634;0;0;0;0
R1-122;0159;DISTRIBUIDORA ELÉCTRICA DE GAUCIN, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996.688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;875.948;0;10.432;0;0;0;0
R1-122;0159;DISTRIBUIDORA ELÉCTRICA DE GAUCIN, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484.529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436.470;0;3.912;0;0;0;0
