Unidad;Participante;Descripción;Año;Periodo tarifario;GD_A_E0;GD_A_E1;GD_A_E2_A;GD_A_E2_B;GD_A_E3;GD_A_E4;GD_A_E5;GD_A_E6;GD_S_E0;GD_S_E1;GD_S_E2_A;GD_S_E2_B;GD_S_E3;GD_S_E4;GD_S_E5;GD_S_E6;ED_A_E0;ED_A_E1;ED_A_E2_A;ED_A_E2_B;ED_A_E3;ED_A_E4;ED_A_E5;ED_A_E6;ED_S_E0;ED_S_E1;ED_S_E2_A;ED_S_E2_B;ED_S_E3;ED_S_E4;ED_S_E5;ED_S_E6;AG_RE_TOTAL;DD_A_E0;DD_A_E1;DD_A_E2_A;DD_A_E2_B;DD_A_E3;DD_A_E4;DD_A_E5;DD_A_E6;DD_S_E0;DD_S_E1;DD_S_E2_A;DD_S_E2_B;DD_S_E3;DD_S_E4;DD_S_E5;DD_S_E6;DT_A_TOTAL;DT_S_TOTAL;CL_E0;CL_E1;CL_E2;CL_E3;CL_E4;CL_E5;CL_E6
R1-095;0207;ELÉCTRICA BELMEZANA, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.400;0;0;3.934.434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.059.210;0;569.884;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.154;0;0;244.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199.151;0;28.841;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;753;0;0;321.814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255.887;0;42.024;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527;0;0;144.278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122.609;0;11.466;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;836;0;0;222.487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186.109;0;22.229;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.450;0;0;322.926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269.956;0;29.059;0;0;0;0
R1-096;0240;ELÉCTRICA LA VICTORIA DE FUENCALIENTE, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.928;0;0;1.398.841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.121.848;0;139.447;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.106;0;0;731.398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668.901;0;18.993;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;778;0;0;962.226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;870.140;0;22.943;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;0;0;414.266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371.591;0;10.749;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867;0;0;662.365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;602.924;0;18.414;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.257;0;0;950.742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849.590;0;27.110;0;0;0;0
R1-097;0246;ELÉCTRICA LOS PELAYOS, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.784;0;0;4.127.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.708.984;0;108.412;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164.230;0;0;0;1.842.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.384.351;371.357;83.096;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113.052;0;0;0;2.537.815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.840.839;463.177;117.561;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.432;0;0;0;1.175.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853.295;224.668;57.431;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127.385;0;0;0;1.794.417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.299.289;325.305;95.595;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214.845;0;0;0;2.468.433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.849.643;414.483;162.255;0;0;0;0
R1-098;0251;ENERGÍA ELÉCTRICA DE OLVERA, S.L.U;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404.034;0;0;0;10.111.911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.322.459;1.111.989;979.158;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;869;0;0;1.113.184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;784.667;50.184;204.704;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;0;0;1.341.845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988.184;58.638;241.989;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469;0;0;631.085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496.975;32.584;119.911;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;738;0;0;961.735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;763.331;55.616;190.667;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.247;0;0;1.364.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;976.554;74.595;276.882;0;0;0;0
R1-099;0268;ELECTRICITAT L AURORA, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.015;0;0;5.618.499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.921.745;304.713;1.029.877;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401.142;0;0;0;0;1.421.793;0;0;0;0;0;0;0;0;0;0;0;0;0;1.230.218;0;473.660;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283.901;0;0;0;0;2.289.597;0;0;0;0;0;0;0;111;0;0;0;0;0;1.711.605;0;662.505;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231.262;0;0;0;0;755.183;0;0;0;0;0;0;0;0;0;0;0;0;0;670.134;0;250.958;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365.857;0;0;0;0;1.327.024;0;0;0;0;0;0;0;0;0;0;0;0;0;1.091.873;0;481.673;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600.224;0;0;0;0;1.788.548;0;0;0;0;0;0;0;0;0;0;0;0;0;1.404.693;0;801.529;0;0;0;0
R1-100;0270;ELECTRO DISTRIBUCIÓN DE ALMODÓVAR DEL CAMPO, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.100.996;0;0;0;0;9.152.580;0;0;0;0;0;0;0;2;0;0;0;0;0;6.458.360;0;2.969.646;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.562;0;0;1.330.465;0;0;0;0;0;0;0;155.790;0;0;0;0;0;0;0;843.508;0;293.760;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.286;0;0;1.761.114;0;0;0;0;0;0;0;204.594;0;0;0;0;0;0;0;1.091.960;0;353.082;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.704;0;0;870.763;0;0;0;0;0;0;0;98.922;0;0;0;0;0;0;0;543.198;0;196.028;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.628;0;0;1.362.204;0;0;0;0;0;0;0;162.438;0;0;0;0;0;0;0;853.772;0;282.703;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.359;0;0;2.047.164;0;0;0;0;0;0;0;237.166;0;0;0;0;0;0;0;1.267.293;0;459.013;0;0;0;0
R1-101;0271;ELECTRO MOLINERA DE VALMADRIGAL, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107.097;0;0;8.833.263;0;0;0;0;0;0;0;978.952;0;0;0;0;0;0;0;5.532.130;0;1.666.070;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888.263;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;797.578;0;0;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.235.253;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1.097.525;0;0;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538.082;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;477.812;0;0;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833.707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736.029;0;0;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.139.419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.039.618;0;0;0;0;0;0
R1-102;0276;EMPRESA DE ELECTRICIDAD SAN JOSÉ, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.827.764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.215.949;0;0;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141.962;0;0;254.432;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;347.961;0;30.921;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134.046;0;0;420.708;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;472.206;0;37.026;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.476;0;0;165.320;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;223.354;0;18.840;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.654;0;0;268.760;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;355.812;0;31.021;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.198;0;0;405.593;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;523.397;0;46.185;0;0;0;0
R1-103;0313;SAN CIPRIANO DE RUEDA DISTRIBUCIÓN, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604.488;0;0;2.168.785;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2.373.624;0;201.197;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;986;0;0;1.558.796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.387.993;0;14.416;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601;0;0;2.059.423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.794.925;0;19.645;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;0;0;859.583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766.803;0;9.259;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815;0;0;1.385.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.225.509;0;15.301;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.356;0;0;1.956.849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.740.511;0;24.163;0;0;0;0
R1-104;0316;HIDROELÉCTRICA VIRGEN DE CHILLA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.586;0;0;9.136.097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.028.455;0;110.280;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.064;0;0;1.050.672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;987.523;0;29.733;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.388;0;0;1.380.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.262.086;0;39.307;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.518;0;0;574.224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;539.950;0;19.136;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.288;0;0;935.715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851.129;0;33.506;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.001;0;0;1.279.752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.201.840;0;44.699;0;0;0;0
R1-105;0334;LA ERNESTINA ENERGÍA, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.579;0;0;5.601.848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.164.297;0;165.132;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.777;0;0;2.071.773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.787.052;0;221.690;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.161;0;0;2.725.211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.303.710;0;229.219;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.938;0;0;1.201.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.060.362;0;96.725;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.070;0;0;1.894.777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.668.741;0;124.528;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.152;0;0;2.688.127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.348.207;0;210.001;0;0;0;0
R1-106;0142;DIELENOR, S.L.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.800;0;0;11.182.440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.618.805;0;1.159.009;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244.967;0;0;1.776.791;0;0;0;0;0;0;0;213.856;0;0;0;0;0;0;0;840.628;134.515;524.444;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191.697;0;0;2.565.737;0;0;0;0;0;0;0;161.666;0;0;0;0;0;0;0;1.109.171;170.716;736.870;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120.698;0;0;1.145.198;0;0;0;0;0;0;0;104.492;0;0;0;0;0;0;0;508.929;105.043;338.292;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218.332;0;0;1.780.307;0;0;0;0;0;0;0;189.340;0;0;0;0;0;0;0;804.219;148.953;527.285;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329.407;0;0;2.587.990;0;0;0;0;0;0;0;284.521;0;0;0;0;0;0;0;1.159.541;251.232;785.331;0;0;0;0
R1-107;0259;DISTRIBUIDORA DE ENERGÍA ELÉCTRICA DEL BAGES, S.A.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;692.818;0;0;11.684.308;0;0;0;0;0;0;0;610.377;0;0;0;0;0;0;0;5.358.096;577.932;3.037.469;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.788;0;0;1.365.304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.218.614;0;0;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.726;0;0;1.847.324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.626.671;0;0;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.665;0;0;758.446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;677.848;0;0;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.034;0;0;1.214.962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.091.854;0;0;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.029;0;0;1.771.510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.546.639;0;0;0;0;0;0
R1-108;0329;ENERGÉTICA DE ALCOCER, S.L.U.;2.019;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.538;0;0;7.644.171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.770.792;0;0;0;0;0;0
